ensembl_gene_id,occipital neocortex,primary motor-sensory cortex (samples),amygdaloid complex,medial ganglionic eminence,posterior (caudal) superior temporal cortex (area 22c),upper (rostral) rhombic lip,caudal ganglionic eminence,dorsal thalamus,anterior (rostral) cingulate (medial prefrontal) cortex,dorsolateral prefrontal cortex,orbital frontal cortex,lateral ganglionic eminence,"inferolateral temporal cortex (area TEv, area 20)",hippocampus (hippocampal formation),ventrolateral prefrontal cortex,parietal neocortex,geneID
ENSG00000006530,4.605688,3.957585,5.640807,4.797009,4.18049,3.859964,3.871768,3.708334,4.361532,4.281293,4.085218,4.411797,5.576245,4.157897,4.015725,4.008843,ENSG00000006530
ENSG00000006534,0.228096,0.112,0.053865,0.012528,0.148841,0.289113,0.079303,0.024481,0.061218,0.117941,0.175606,0.041588,0.071773,0.274802,0.105893,0.133619,ENSG00000006534
ENSG00000006555,0.017721,0.006043,0.028983,0.049822,0.012478,0.027956,0.023339,0.006743,0.022332,0.032377,0.030932,0.039202,0.001757,0.043994,0.007726,0.0,ENSG00000006555
ENSG00000006576,4.255112,4.788351,3.242735,4.768691,4.302364,2.800615,4.270045,4.093959,4.826127,4.646445,4.686489,4.442082,4.690819,4.611841,4.809055,4.125253,ENSG00000006576
ENSG00000006606,0.0,0.0,0.0,0.0,0.1058,0.0,0.0,0.0,0.0,0.0,0.066015,0.0,0.0,0.0,0.0,0.051542,ENSG00000006606
ENSG00000006607,1.223787,1.815632,1.247349,1.260622,1.559948,1.407297,1.336222,1.45685,1.179848,0.904836,1.170337,1.555558,1.21191,1.275724,1.267455,1.358335,ENSG00000006607
ENSG00000006611,0.101302,0.323938,0.053334,0.027236,0.030236,0.017052,0.00719,0.00817,1.546967,0.638789,1.695185,0.008079,0.020739,1.546887,0.141046,0.147291,ENSG00000006611
ENSG00000006625,18.391178,13.667419,9.067347,9.957429,10.906365,6.589861,14.28891,12.70897,20.609103,21.017409,16.018617,11.008631,9.369304,17.543644,15.917083,14.838487,ENSG00000006625
ENSG00000006634,8.912613,6.294652,3.225196,6.985853,3.885757,1.18712,6.839482,3.774967,7.729891,7.991138,4.705377,6.438491,3.518656,5.501263,6.154735,6.410482,ENSG00000006634
ENSG00000006638,0.471336,0.983595,0.692671,0.391312,0.928602,0.665873,0.421871,0.297155,0.49768,0.733494,0.695166,0.419602,0.486576,1.259817,0.855619,0.833184,ENSG00000006638
ENSG00000006652,5.054996,5.884076,6.181109,5.260235,6.106048,5.995512,4.843398,9.196454,5.480928,6.111057,5.287687,5.509632,6.925773,5.920053,6.863952,5.623309,ENSG00000006652
ENSG00000006659,0.0,0.0,0.081078,0.061409,0.0,0.116385,0.0,0.0,0.0,0.0,0.086238,0.146219,0.062627,0.0,0.0,0.0,ENSG00000006659
ENSG00000006695,3.907228,4.090204,4.994596,4.176434,3.847812,4.824285,3.788051,3.146399,3.072021,3.217703,3.532134,3.855195,3.909121,3.647823,3.266299,3.854212,ENSG00000006695
ENSG00000006704,5.72002,7.643597,6.942459,7.371549,6.641666,8.582708,7.365093,6.238398,4.241678,3.821656,3.327282,8.426413,5.693118,4.990763,5.051118,6.63501,ENSG00000006704
ENSG00000006712,35.695716,38.252785,38.349283,35.221688,38.084977,45.157898,39.975225,38.473143,40.2467,33.956054,34.820117,40.659801,31.7558,34.977391,38.909719,38.02243,ENSG00000006712
ENSG00000006715,10.332501,12.091903,10.669758,10.299497,13.188358,9.330877,10.793758,9.485807,9.932154,10.118123,10.227807,10.706899,13.504711,10.75032,11.423613,11.733835,ENSG00000006715
ENSG00000006740,2.755504,4.349689,2.570579,0.959207,5.369443,4.7288,1.737198,1.557116,2.873733,2.355204,2.98834,1.95253,3.882759,2.229705,3.763622,4.325751,ENSG00000006740
ENSG00000006744,10.524686,10.530345,8.501712,8.807243,10.06013,7.941525,9.75389,8.121099,10.583245,9.650654,7.93205,9.068044,8.222992,10.623224,9.833544,10.374052,ENSG00000006744
ENSG00000006747,0.098682,0.059927,0.16487,0.046295,0.126164,0.075069,0.020992,0.0,0.017754,0.038698,0.936025,0.101678,0.060365,0.276819,0.082483,0.036181,ENSG00000006747
ENSG00000006756,1.520923,2.293127,1.286689,1.715375,1.45784,2.030867,1.217427,1.27106,2.363988,2.239996,2.307419,2.00944,1.233049,3.190823,2.057311,1.999205,ENSG00000006756
ENSG00000006757,3.312436,2.319975,2.563216,1.718665,2.864685,2.99533,1.707543,2.380283,3.425428,3.013834,3.983949,1.737557,2.494754,4.017185,2.99843,2.904291,ENSG00000006757
ENSG00000006788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013174,0.0,0.0,0.0,0.0,0.0,0.0,0.007445,0.0,ENSG00000006788
ENSG00000006831,15.46099,16.169207,11.601395,13.359849,14.350154,8.111693,14.217365,6.909833,14.363216,13.301955,12.256471,12.593147,12.715525,13.869233,13.703798,15.533628,ENSG00000006831
ENSG00000006837,13.74864,9.132329,11.968233,9.720446,9.146314,7.670282,9.951212,11.302883,13.118505,14.036158,10.721314,10.189757,10.68698,11.226073,11.589521,10.902243,ENSG00000006837
ENSG00000007001,0.034049,0.026607,0.180181,0.024412,0.103204,0.169259,0.025604,0.033705,0.032036,0.0354,0.138502,0.052645,0.166366,0.063387,0.101595,0.053899,ENSG00000007001
ENSG00000007038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041329,0.07897,0.0,0.0,0.0,0.0,0.0,ENSG00000007038
ENSG00000007047,7.213488,12.864552,13.562014,10.815617,15.40102,24.850369,12.109015,14.994766,7.969088,7.101615,7.651845,13.79206,12.924124,8.876215,9.777676,12.075052,ENSG00000007047
ENSG00000007062,6.681189,6.378779,5.15921,9.381016,4.069199,2.338101,10.679616,2.489605,7.098552,4.842774,3.180332,7.824125,3.84139,8.966825,4.724055,6.133703,ENSG00000007062
ENSG00000007080,62.80266,63.348018,60.863602,61.859179,64.802861,86.311925,69.530082,74.104831,76.441597,76.685137,75.007789,68.770642,55.887009,71.180197,75.718872,69.638689,ENSG00000007080
ENSG00000007129,0.127443,0.1856,0.138304,0.162405,0.372575,0.469738,0.15013,0.0,0.177265,0.38011,0.57644,0.070534,0.282316,0.272806,0.238791,0.291369,ENSG00000007129
ENSG00000007168,61.831529,67.846221,64.390517,57.451073,70.872995,60.758824,53.283156,65.215859,59.295803,61.098638,54.926573,65.467359,81.403169,58.819741,68.524205,66.977828,ENSG00000007168
ENSG00000007171,0.52477,0.677333,0.465357,0.362692,0.541789,0.403807,0.533089,0.372646,0.233958,0.345189,0.734235,0.365041,0.449534,0.553795,0.422902,0.630972,ENSG00000007171
ENSG00000007174,0.059661,0.056278,0.104116,0.061942,0.055663,0.179428,0.075053,0.034022,0.091716,0.03877,0.077402,0.101426,0.117089,0.432275,0.012391,0.077399,ENSG00000007174
ENSG00000007202,27.964373,29.372442,28.380726,28.387027,26.644759,19.171144,27.651062,16.651489,26.94747,23.2363,21.897592,27.196467,25.547231,29.599298,24.1108,28.779571,ENSG00000007202
ENSG00000007216,0.0,0.0,0.0,0.0,0.012097,0.0,0.011351,0.0,0.0,0.0,0.0,0.0,0.0,0.048742,0.0,0.03544,ENSG00000007216
ENSG00000007237,6.867438,13.428843,16.451216,4.331297,23.456074,5.85965,7.423392,3.16873,4.584778,4.120551,8.038682,10.298091,19.710722,5.146582,9.551349,13.277158,ENSG00000007237
ENSG00000007255,17.261868,9.129671,8.526565,9.310524,7.002696,9.244967,8.30028,15.368139,27.843076,20.701251,19.772675,7.474878,5.105682,23.945332,12.293407,11.230914,ENSG00000007255
ENSG00000007264,0.585813,0.338121,2.531149,0.64928,1.430657,6.237094,0.23284,0.267978,1.10438,0.606646,1.697006,0.631794,2.728791,0.5611,0.489507,0.387205,ENSG00000007264
ENSG00000007306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000007306
ENSG00000007312,0.020274,0.102486,0.024728,0.075427,0.084881,0.023772,0.0,0.068807,0.025433,0.245917,0.235653,0.044445,0.076144,0.255935,0.078477,0.062451,ENSG00000007312
ENSG00000007314,0.05525,0.037235,0.028143,0.016994,0.03851,0.010748,0.0,0.007337,0.011578,0.031332,0.03584,0.030555,0.034781,0.048655,0.017701,0.029966,ENSG00000007314
ENSG00000007341,1.609916,1.874937,1.540634,1.585463,1.630298,1.972829,1.543824,3.287497,1.752296,1.680062,1.650051,1.783025,1.536956,3.045124,1.737785,1.773808,ENSG00000007341
ENSG00000007350,11.334108,11.885408,0.524549,1.054148,4.056917,2.302074,2.822928,0.044161,38.864807,33.254898,24.871661,4.284439,2.344847,4.774931,14.855361,10.612701,ENSG00000007350
ENSG00000007372,14.633826,16.689171,5.184177,1.306641,9.550936,3.239632,11.202384,4.499078,18.482021,15.097158,11.2474,8.477891,11.117332,11.073383,14.223951,14.107801,ENSG00000007372
ENSG00000007376,7.117031,7.010437,7.640191,7.89907,7.450594,8.550182,7.133145,6.144763,7.330423,9.246438,7.098156,6.969791,7.150126,8.387127,6.513734,7.954176,ENSG00000007376
ENSG00000007384,0.231322,0.505861,0.340093,0.447346,0.882728,0.658568,0.254651,0.254466,0.202357,0.188217,1.184347,0.402979,0.266206,0.902992,0.347425,0.483274,ENSG00000007384
ENSG00000007392,9.46634,11.498848,8.343301,8.959042,8.077213,12.161977,9.223432,9.186217,9.496257,9.231643,6.894326,10.751705,7.261603,8.544544,8.882501,9.385892,ENSG00000007392
ENSG00000007402,0.612277,1.405257,4.9106,1.869126,3.168895,16.509767,1.915317,5.376007,0.825503,0.378036,1.003016,4.48324,6.205501,1.894549,0.765232,1.174132,ENSG00000007402
ENSG00000007516,3.797747,3.23003,8.291302,4.126991,4.675091,13.015251,3.136366,5.203144,4.191963,3.883343,5.694802,5.662205,7.339943,8.609319,4.203272,3.315617,ENSG00000007516
ENSG00000007520,50.671769,39.104121,43.803962,45.202017,42.803386,61.883965,42.756816,48.900357,45.813672,57.692226,61.424588,47.6627,41.591901,50.162072,50.388134,44.064295,ENSG00000007520
ENSG00000007541,4.957886,4.885296,4.508666,4.872717,4.3998,7.042405,4.829338,4.58687,4.774339,4.589862,5.111502,4.84259,4.834241,5.497971,3.867369,4.74142,ENSG00000007541
ENSG00000007545,4.267757,6.336089,4.068625,4.487547,5.595064,5.356229,5.131796,3.82896,3.446928,2.833852,2.651568,6.064075,4.507363,3.686442,4.171527,5.501949,ENSG00000007545
ENSG00000007866,3.513206,3.311878,1.153071,1.726864,2.749643,1.874382,2.230023,2.194552,2.366511,1.634179,3.636202,2.123627,1.163615,4.024652,1.821102,3.352337,ENSG00000007866
ENSG00000007908,0.680702,0.948477,0.217345,0.079382,0.587059,0.020015,0.066948,0.024399,0.778702,1.155539,0.816083,0.094188,0.386956,1.470342,0.881682,1.218838,ENSG00000007908
ENSG00000007923,11.24611,12.12851,10.245711,10.632551,10.33019,13.529038,11.316087,9.224725,9.251105,8.071892,7.867352,12.070744,10.354465,9.989545,9.917573,10.835449,ENSG00000007923
ENSG00000007933,0.010259,0.010543,0.0,0.0,0.0,0.012194,0.010214,0.011765,0.0,0.013931,0.026801,0.011477,0.029594,0.0,0.013479,0.0,ENSG00000007933
ENSG00000007944,0.96052,0.985797,6.76617,2.20502,2.313142,2.567523,1.116906,0.783959,1.158431,1.057918,4.853724,2.275276,2.092482,1.661455,1.228933,1.048105,ENSG00000007944
ENSG00000007952,0.223747,0.200544,0.107524,0.219899,0.126244,0.033329,0.13676,0.050408,0.28864,0.169785,0.114617,0.211527,0.23902,0.25738,0.327345,0.210813,ENSG00000007952
ENSG00000007968,9.482469,10.195145,5.503854,16.308305,6.302374,1.580087,13.476503,3.30044,6.562395,5.199294,3.442231,11.592316,4.740846,5.989545,6.423844,9.962436,ENSG00000007968
ENSG00000008018,70.297068,44.959458,54.694694,55.599095,42.541179,27.413751,50.323686,46.448002,66.707456,87.35104,69.372819,41.198141,46.657615,63.394545,53.513344,51.37402,ENSG00000008018
ENSG00000008056,5.57327,8.946973,18.70641,6.751041,16.756097,33.662754,7.123732,12.296888,4.315958,3.497499,4.324384,10.296265,22.209954,5.025629,6.482099,8.531388,ENSG00000008056
ENSG00000008083,7.449806,13.356853,8.323618,8.683677,10.610282,14.256514,8.651862,6.747445,7.127289,5.614311,4.977781,10.127945,8.900582,8.268823,8.606261,11.712591,ENSG00000008083
ENSG00000008086,0.855961,2.302219,1.645643,0.923444,2.012503,0.924594,1.052812,1.168622,0.886948,0.527576,0.619481,1.433399,1.898724,0.956861,1.638135,1.926348,ENSG00000008086
ENSG00000008118,0.895626,0.816668,2.618883,1.429814,1.637727,2.456463,1.804618,2.429032,0.621568,0.853306,0.715119,1.488904,3.702392,1.51365,0.815395,1.001101,ENSG00000008118
ENSG00000008128,1.262406,2.498285,1.788745,1.481759,1.940681,2.199811,1.707145,1.370187,1.20738,1.050253,1.065629,1.978548,1.402936,1.237514,1.366428,1.727004,ENSG00000008128
ENSG00000008130,9.062156,7.74284,5.777298,6.235832,7.661891,5.761036,6.365974,5.260801,8.217632,8.674707,8.590303,7.499186,5.868084,7.647704,7.375295,7.75485,ENSG00000008130
ENSG00000008196,0.064386,0.156511,0.050099,0.136441,0.134287,12.823781,0.034501,0.053105,0.323587,0.158609,3.656388,0.07123,0.005566,0.067971,0.159095,0.144111,ENSG00000008196
ENSG00000008197,0.0,0.0,0.841019,0.07207,1.464518,0.43033,0.840746,0.153108,0.072575,0.052256,0.024792,0.441423,4.500889,0.081699,0.12486,0.0,ENSG00000008197
ENSG00000008226,1.425616,0.931223,1.053475,0.937141,0.973426,0.998905,0.859242,0.46411,0.934927,1.309074,1.133464,0.798708,0.817893,1.080122,0.890447,1.084924,ENSG00000008226
ENSG00000008256,5.624013,8.052769,6.820275,7.54087,9.333735,6.628193,6.780822,4.942646,6.075017,6.616492,16.620653,8.320013,6.477916,7.264646,7.656564,7.787444,ENSG00000008256
ENSG00000008277,2.180268,2.829762,3.773852,3.00889,3.293909,4.705317,2.658875,3.675663,2.106137,1.831623,2.573754,3.815465,5.386825,2.665172,2.775821,2.36472,ENSG00000008277
ENSG00000008282,13.957284,11.837238,3.797184,5.415508,9.429435,3.709951,7.000882,1.50018,20.12516,17.869668,16.160459,5.645152,6.505064,16.140591,12.563955,11.929453,ENSG00000008282
ENSG00000008283,2.477251,2.142464,5.494252,3.536272,2.686681,7.389955,2.491924,3.484036,3.329611,2.684596,4.913909,3.905556,4.514597,5.698563,2.356723,2.071332,ENSG00000008283
ENSG00000008294,15.668079,23.793114,19.174875,26.985667,19.481362,18.294368,27.204246,27.192459,13.487193,13.309355,12.281981,28.979144,21.548193,18.231665,19.301437,19.475896,ENSG00000008294
ENSG00000008300,3.65126,9.118336,8.132657,6.598902,9.137019,15.680312,6.83898,9.388546,3.09269,2.482996,1.670506,11.573016,9.02377,3.303596,4.856616,7.975723,ENSG00000008300
ENSG00000008311,1.532227,3.38732,1.042062,1.749447,1.554166,0.743867,2.097574,0.627831,1.519797,0.897847,1.067489,2.660854,1.274103,1.461851,1.625356,2.043094,ENSG00000008311
ENSG00000008323,0.025209,0.008442,0.0,0.039255,0.008835,0.029692,0.024872,0.047618,0.010589,0.0,0.087016,0.036884,0.031811,0.02658,0.0,0.008902,ENSG00000008323
ENSG00000008324,14.777223,10.887783,12.26694,11.097166,10.171561,12.229241,10.128087,11.219382,16.026671,15.542973,14.436309,10.644694,12.471417,12.342004,11.587944,11.265143,ENSG00000008324
ENSG00000008382,19.220946,18.63934,24.815102,22.125199,20.594851,32.694118,20.5427,36.660218,26.454194,24.926336,20.780243,21.377142,19.169969,24.645237,20.867458,19.163691,ENSG00000008382
ENSG00000008394,0.221747,0.16115,0.410377,1.921763,0.216956,0.645218,0.58265,1.086334,0.066445,0.105087,0.610366,0.675045,0.512596,2.004159,0.145022,0.148365,ENSG00000008394
ENSG00000008405,9.356002,8.441662,10.952374,9.949877,8.257133,6.738055,9.986251,7.302275,8.231615,9.33618,7.166377,9.402406,9.460896,9.170247,9.969087,7.914969,ENSG00000008405
ENSG00000008438,0.151283,0.0,0.046288,0.0,0.079442,0.0,0.0,0.042932,0.142821,0.051533,0.344636,0.0,0.0,0.0,0.0,0.0,ENSG00000008438
ENSG00000008441,37.295044,71.568004,7.499425,2.793053,35.179767,15.138087,11.769729,0.395707,40.517629,18.114635,6.017529,4.219191,11.876373,56.735291,24.139866,68.979465,ENSG00000008441
ENSG00000008513,4.438436,6.304986,2.529762,1.516641,7.627923,3.852556,2.371878,7.127536,3.971903,2.592218,2.964485,2.14082,3.599897,5.194628,3.674343,6.252473,ENSG00000008513
ENSG00000008516,1.16659,1.464306,1.338762,1.150447,2.06259,1.369246,1.455177,0.803902,0.825173,0.878883,1.130717,1.139165,0.964308,2.108135,1.102934,1.350406,ENSG00000008516
ENSG00000008517,0.438021,0.410754,0.253202,0.113677,0.590589,0.173219,0.072548,0.221831,0.46018,0.665461,0.85879,0.095317,0.185999,0.68617,0.333897,0.364672,ENSG00000008517
ENSG00000008710,0.938038,4.21332,0.539226,1.016363,1.172403,3.89591,1.09762,0.413233,0.708652,0.548478,0.502676,3.055846,0.666053,0.927343,0.778243,2.405914,ENSG00000008710
ENSG00000008735,21.650128,24.488826,40.910344,28.354409,37.404491,68.142829,28.121034,52.656585,24.520528,20.345522,20.216475,34.662973,39.36165,22.410245,27.805114,28.166027,ENSG00000008735
ENSG00000008838,23.447708,26.722836,27.758878,27.000975,26.433629,28.474211,26.20962,23.390184,21.387587,18.810701,17.064554,28.394742,28.141802,22.710314,21.491609,25.860267,ENSG00000008838
ENSG00000008853,11.265531,15.10073,18.126557,12.74643,14.98341,23.71363,12.653597,16.483175,16.573211,11.165463,11.25928,17.258963,16.197982,17.956028,11.467719,14.062893,ENSG00000008853
ENSG00000008869,4.751788,7.253279,10.807233,6.6692,8.727287,7.95444,7.874429,6.861926,4.013911,3.168942,3.187536,8.152537,9.518071,4.278453,5.460009,6.63112,ENSG00000008869
ENSG00000008952,23.232045,20.262732,22.830181,21.400402,24.558081,20.279103,21.355643,29.028108,26.22095,25.98403,32.948272,20.286615,27.750265,24.613798,27.997196,19.146748,ENSG00000008952
ENSG00000008988,192.860395,101.238402,119.054696,138.603884,107.596334,121.160041,140.042426,205.078316,236.932898,250.920964,319.855203,128.762732,91.903484,218.795136,260.486078,151.123541,ENSG00000008988
ENSG00000009307,113.458116,124.208664,153.533013,134.261655,130.388971,121.662124,119.861767,145.660126,122.915313,119.566253,119.419028,131.136446,132.860052,130.705136,129.671415,115.381468,ENSG00000009307
ENSG00000009335,6.804295,6.454809,6.707458,6.042595,6.431806,6.950961,5.843696,6.150694,5.959497,6.093991,6.80357,7.235442,6.511015,6.65311,6.229244,6.02369,ENSG00000009335
ENSG00000009413,2.448318,5.920857,5.20077,3.494884,4.486418,8.272843,3.929584,2.788014,2.361173,1.327905,1.54487,6.478714,7.242052,3.553243,2.163725,4.388328,ENSG00000009413
ENSG00000009694,0.069599,0.243217,0.912155,0.737227,0.516856,1.769758,0.346427,3.982959,0.147145,0.083435,0.641174,1.290226,1.355378,0.426922,0.256628,0.131994,ENSG00000009694
ENSG00000009709,0.028573,0.0,0.020911,0.037134,0.011963,3.411754,0.005613,0.01293,0.080311,0.0,0.378007,0.025226,0.027103,0.066279,0.044441,0.03037,ENSG00000009709
ENSG00000009724,0.355645,0.525715,0.504644,0.571314,0.61774,0.689593,0.56267,0.366568,0.530816,0.232763,0.324199,0.512605,0.558633,0.408087,0.357305,0.42459,ENSG00000009724
ENSG00000009765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003305,0.0,0.0,0.0,ENSG00000009765
ENSG00000009780,3.027,2.97406,2.721027,2.257389,2.467944,1.651105,2.64186,1.832374,3.65056,3.276961,3.172406,2.050232,2.59333,3.477079,2.893446,2.261476,ENSG00000009780
ENSG00000009790,0.343343,0.128703,0.171332,0.200155,0.187417,0.17104,0.19426,0.12592,0.328778,0.196809,0.311637,0.200516,0.177597,0.397136,0.226378,0.193794,ENSG00000009790
ENSG00000009830,2.82708,2.494547,1.831907,2.486854,1.796974,2.131802,2.187892,2.051775,2.865255,2.341275,1.997995,2.135569,1.858955,3.246669,1.651015,2.402864,ENSG00000009830
ENSG00000009844,31.397613,28.959127,31.588791,35.829459,36.653927,21.694146,32.944444,26.420752,30.895385,36.064364,31.650733,29.625033,37.171532,27.527818,38.941343,29.503764,ENSG00000009844
ENSG00000009950,0.0,0.0,0.009002,0.0,0.007831,0.043624,0.007348,0.0,0.0,0.0,0.0,0.0,0.0,0.01567,0.0,0.0,ENSG00000009950
ENSG00000009954,24.059506,38.751377,23.668915,28.474041,28.104959,21.284919,30.675752,21.103833,21.592499,15.879604,12.456409,33.111259,22.329073,23.89236,22.431613,32.400873,ENSG00000009954
ENSG00000010017,15.646454,21.75517,16.186416,20.156878,21.163099,18.422082,20.092936,21.163787,15.864469,14.666884,12.992947,20.759095,18.524015,17.227356,17.680938,18.931569,ENSG00000010017
ENSG00000010030,0.0,0.0,0.0,0.0,0.015687,0.0,0.0,0.0,0.094779,0.0,0.028233,0.0,0.0,0.032037,0.0,0.0,ENSG00000010030
ENSG00000010072,4.302222,3.059179,2.694075,3.032303,2.880112,1.620891,3.106257,2.092665,3.317028,3.515134,3.135424,2.572959,2.689303,3.242324,3.556305,3.299211,ENSG00000010072
ENSG00000010165,14.755537,10.981309,10.199262,11.023443,10.743592,9.930829,11.210549,8.559864,14.630448,13.524286,11.826463,10.099579,9.858195,12.965475,11.074374,12.418533,ENSG00000010165
ENSG00000010219,1.578248,1.115728,1.033514,1.641194,1.197428,0.761232,1.20079,0.849692,1.403987,1.689044,2.477713,1.134486,1.355587,2.292997,1.37615,1.256366,ENSG00000010219
ENSG00000010244,16.116473,14.526993,12.077999,15.725181,12.735564,8.374751,14.803499,9.964206,14.278722,15.252839,11.28364,13.197416,13.361695,13.341788,14.239196,14.377689,ENSG00000010244
ENSG00000010256,90.819148,57.473585,67.848329,76.7894,56.333081,49.542917,68.128799,60.063772,85.104408,97.010517,66.512573,60.134283,61.031552,72.872656,71.378481,65.41259,ENSG00000010256
ENSG00000010270,16.795236,11.738637,18.297939,16.714823,13.905712,13.463,15.221375,20.302579,13.940956,21.93597,20.561524,13.790455,18.62643,15.907833,18.20266,13.421834,ENSG00000010270
ENSG00000010278,1.853142,1.931803,2.12417,1.633708,3.140662,1.27684,1.815513,1.990518,2.543631,2.303371,10.345016,1.528484,0.989676,5.937096,2.014845,1.75159,ENSG00000010278
ENSG00000010282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000010282
